ID_COD;ID;X_CAMPUS;X_PERIODO;X_MODALIDAD;PROGRAMA;X_FACULTAD;DESCRIPCION_PROGRAMA;PERIODO_ADMISION;CATALOGO;CICLO_ACTUAL;CREDITOS_TOTAL;CREDITOS_MATRICULADOS;CACHIMBO;CICLO_MUESTRA;REINCORPORADO;TRASLADOS_INTER0S;TRICA_SUNEDU;X_ESTRATO_MUESTRA;RECOMENDACIÓN;REC_TIPO;DETRACTOR;PROMOTOR;SATISF_GEN;SATIF_ACAD;P4_1;P4_1_1;P4_1_2;P4_1_3;P4_1_4;P4_1_5;P4_1_6;P4_1_7;P4_1_8;P4_2;P4_2_1;P4_2_2;P4_3;P4_3_1;P4_3_2;P4_3_3;SATISF_SERV;SATISF_EXP;SATISF_REG_ACAD;SATISF_ACT_SOST;SATISF_APY_LOGRO_ACAD;SATISF_INF_TEC;P21_1;P21_1_1;P21_1_2;P21_2;P21_2_1;P21_2_2;P21_2_3;P21_3;P21_3_1;P21_3_2;P21_3_3;P21_3_4;SATISF_CAMP_VIRT;SATISF_COM_IMAG;P26_1;P26_2;P26_3;P26_4;P26_5;P26_6;P26_7;Facultad;Estrato_Muestra;CAB1;CAB2;CAB3;Campus;Modalidad;Carrera;Factor
10757;64254;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202520;202410;1;3;17;1;1 a 4;0;0;0;PSICOLOGÍA;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10758;63855;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202410;202410;2;28;17;0;1 a 4;0;0;0;PSICOLOGÍA;9;1;0;1;4;4;4;4;4;5;4;3;4;4;3;4;4;5;4;4;2;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10759;77034;HYO;25-Feb;UC-PRESENCIAL;511;Ciencias de la Salud;FARMACIA Y BIOQUÍMICA;202510;202510;1;23;22;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;10;1;0;1;5;5;5;3;3;4;3;3;2;2;1;4;1;3;4;3;2;4;4;3;4;4;4;5;5;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Huancayo;UC - Presencial;Ciencias de la Salud - Otros;Huancayo;Presencial;Farmacia y Bioquímica;2.038454599
10760;48174;CZC;25-Feb;UC-SEMIPRESENCIAL;313;Ciencias de la Empresa;ECONOMÍA;202410;202420;3;50;17;0;1 a 4;0;0;0;CIENCIAS DE LA EMPRESA OTROS;8;0;0;0;4;4;4;3;3;4;4;4;3;4;4;3;3;4;4;4;4;3;4;4;4;3;3;4;4;3;3;4;4;4;4;3;4;4;4;4;3;3;4;3;4;4;4;4;4;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;Cusco;UC - Semipresencial;Ciencias de la Empresa - Otros;Cusco;Semipresencial;Economía;0.679484866
10761;77542;LIM;25-Feb;UC-PRESENCIAL;511;Ciencias de la Salud;FARMACIA Y BIOQUÍMICA;202510;202510;1;23;22;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;7;0;0;0;4;3;3;3;4;4;3;4;3;3;4;3;4;3;3;3;4;3;5;4;4;4;4;4;5;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Lima;UC - Presencial;Ciencias de la Salud - Otros;Lima;Presencial;Farmacia y Bioquímica;0.32032858
10762;20681;VIR;25-Feb;UC-A DISTANCIA;108;Ingeniería;INGENIERÍA INDUSTRIAL;202310;201910;5;87;23;0;5 a más;0;0;0;ING INDUSTIAL;10;1;0;1;5;5;5;5;5;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Industrial;;UC - A Distancia;Ingeniería Industrial;Virtual;A Distancia;Ingeniería Industrial;1.111297499
10763;66671;HYO;25-Feb;UC-PRESENCIAL;502;Ciencias de la Salud;MEDICINA HUMANA;202420;202410;4;72;13;0;1 a 4;0;0;0;MEDICINA HUMANA;9;1;0;1;4;4;4;5;4;5;5;5;4;5;4;4;4;3;4;4;3;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ciencias de la Salud;Medicina Humana;Huancayo;UC - Presencial;Medicina Humana;Huancayo;Presencial;Medicina Humana;1.235303487
10764;63468;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202310;202410;1;20;17;0;1 a 4;1;0;0;PSICOLOGÍA;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10765;59032;AQP;25-Feb;UC-PRESENCIAL;501;Psicología;PSICOLOGÍA;202310;201910;5;102;16;0;5 a más;0;0;0;PSICOLOGÍA;0;-1;1;0;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Facultad de Psicología;Psicología;Arequipa;UC - Presencial;Psicología;Arequipa;Presencial;Psicología;0.872458569
10766;62861;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202510;202410;2;24;17;0;1 a 4;0;0;0;PSICOLOGÍA;9;1;0;1;5;4;4;5;5;4;5;5;5;5;5;4;4;5;4;5;5;5;5;4;4;4;4;4;4;5;5;4;5;5;5;4;5;5;5;5;4;4;5;5;5;5;5;5;5;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10767;54163;AQP;25-Feb;UC-SEMIPRESENCIAL;323;Ciencias de la Empresa;CONTABILIDAD Y FINANZAS;202510;202510;1;20;22;0;1 a 4;0;0;0;CIENCIAS DE LA EMPRESA OTROS;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;4;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;Arequipa;UC - Semipresencial;Ciencias de la Empresa - Otros;Arequipa;Semipresencial;Contabilidad y Finanzas;0.356729555
10768;33938;CZC;25-Feb;UC-PRESENCIAL;310;Ciencias de la Empresa;CONTABILIDAD;202220;201910;6;123;20;0;5 a más;0;0;0;CIENCIAS DE LA EMPRESA OTROS;5;-1;1;0;3;3;2;3;3;1;3;4;3;3;3;3;1;3;3;2;2;3;3;3;5;2;3;4;3;4;4;2;4;4;3;3;4;4;3;4;3;3;2;2;3;2;1;3;1;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;Cusco;UC - Presencial;Ciencias de la Empresa - Otros;Cusco;Presencial;Contabilidad;1.015452384
10769;11880;CZC;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202520;202410;1;0;21;1;1 a 4;0;0;0;ING CIVIL;7;0;0;0;3;3;3;4;2;3;2;1;1;2;2;3;4;1;3;2;3;3;3;4;3;3;3;4;4;3;2;1;4;2;1;2;3;2;1;1;3;3;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería Civil;Cusco;UC - Semipresencial;Ingeniería Civil;Cusco;Semipresencial;Ingeniería Civil;1.370520976
10770;67978;CZC;25-Feb;UC-PRESENCIAL;502;Ciencias de la Salud;MEDICINA HUMANA;202510;202410;1;0;21;0;1 a 4;1;0;0;MEDICINA HUMANA;7;0;0;0;4;4;5;5;4;5;5;5;4;5;5;4;5;5;4;5;5;5;5;5;3;5;5;5;3;5;1;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;4;Facultad de Ciencias de la Salud;Medicina Humana;Cusco;UC - Presencial;Medicina Humana;Cusco;Presencial;Medicina Humana;0.348575736
10771;76770;AQP;25-Feb;UC-PRESENCIAL;509;Ciencias de la Salud;TECNOLOGÍA MÉDICA CON ESPECIALIDAD EN RADIOLOGÍA;202510;202510;1;23;22;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;9;1;0;1;4;5;5;5;4;5;4;5;4;4;4;5;3;2;4;3;4;4;4;4;5;4;4;4;4;4;4;4;4;3;4;4;2;2;2;3;4;4;4;4;4;4;5;5;3;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Arequipa;UC - Presencial;Ciencias de la Salud - Otros;Arequipa;Presencial;Tecnología Médica con Especialidad en Radiología;1.082929006
10772;50499;CZC;25-Feb;UC-PRESENCIAL;315;Ciencias de la Empresa;ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES;202520;202410;1;0;20;1;1 a 4;0;0;0;ADMINISTRACIÓN Y NEGOCIOS INT;5;-1;1;0;3;3;3;3;3;4;3;2;2;3;2;3;3;3;3;3;2;3;3;4;3;4;2;3;2;2;2;2;3;1;2;3;2;2;2;2;3;2;2;2;3;3;3;2;2;Facultad de Ciencias de la Empresa;Administración y Negocios Internacionales;Cusco;UC - Presencial;Administración y Negocios Internacionales;Cusco;Presencial;Administración y Negocios Internacionales;0.380511525
10773;65360;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202520;202410;1;0;20;1;1 a 4;0;0;0;PSICOLOGÍA;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10774;64191;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202010;201910;10;198;15;0;5 a más;0;0;0;PSICOLOGÍA;0;-1;1;0;1;1;2;3;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10775;35295;VIR;25-Feb;UC-A DISTANCIA;310;Ciencias de la Empresa;CONTABILIDAD;202320;201910;8;152;23;0;5 a más;0;0;0;CIENCIAS DE LA EMPRESA OTROS;8;0;0;0;4;4;4;4;3;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;;UC - A Distancia;Ciencias de la Empresa - Otros;Virtual;A Distancia;Contabilidad;1.868117982
10776;77287;AQP;25-Feb;UC-PRESENCIAL;511;Ciencias de la Salud;FARMACIA Y BIOQUÍMICA;202510;202510;1;23;22;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;6;-1;1;0;5;3;4;4;5;4;5;5;5;5;5;5;5;2;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;4;3;4;5;5;4;4;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Arequipa;UC - Presencial;Ciencias de la Salud - Otros;Arequipa;Presencial;Farmacia y Bioquímica;1.22307276
10777;46288;VIR;25-Feb;UC-A DISTANCIA;312;Derecho;DERECHO;202410;202410;4;74;18;0;1 a 4;0;0;0;DERECHO;0;-1;1;0;2;1;1;3;1;2;3;2;1;2;1;1;1;2;1;2;2;3;1;1;1;1;1;1;1;2;5;1;5;2;2;1;3;4;1;5;1;1;2;3;3;2;1;4;1;Facultad de Derecho;Derecho;;UC - A Distancia;Derecho;Virtual;A Distancia;Derecho;1.408232386
10778;67460;HYO;25-Feb;UC-PRESENCIAL;502;Ciencias de la Salud;MEDICINA HUMANA;202520;202410;1;0;21;1;1 a 4;0;0;0;MEDICINA HUMANA;9;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;4;4;4;Facultad de Ciencias de la Salud;Medicina Humana;Huancayo;UC - Presencial;Medicina Humana;Huancayo;Presencial;Medicina Humana;1.235303487
10779;52490;HYO;25-Feb;UC-SEMIPRESENCIAL;318;Ciencias de la Empresa;ADMINISTRACIÓN Y MARKETING;202520;202410;4;79;15;1;1 a 4;0;0;0;CIENCIAS DE LA EMPRESA OTROS;8;0;0;0;4;4;4;4;4;4;5;4;5;3;4;4;4;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;Huancayo;UC - Semipresencial;Ciencias de la Empresa - Otros;Huancayo;Semipresencial;Administración y Marketing;0.47718369
10780;47784;CZC;25-Feb;UC-PRESENCIAL;313;Ciencias de la Empresa;ECONOMÍA;202510;202410;1;20;21;0;1 a 4;0;0;0;CIENCIAS DE LA EMPRESA OTROS;9;1;0;1;3;3;3;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;Cusco;UC - Presencial;Ciencias de la Empresa - Otros;Cusco;Presencial;Economía;1.022139378
10781;72780;AQP;25-Feb;UC-PRESENCIAL;504;Ciencias de la Salud;ENFERMERÍA;202520;202410;1;0;23;1;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;9;1;0;1;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Arequipa;UC - Presencial;Ciencias de la Salud - Otros;Arequipa;Presencial;Enfermería;1.240909237
10782;57966;HYO;25-Feb;UC-SEMIPRESENCIAL;501;Psicología;PSICOLOGÍA;202520;202410;1;0;20;1;1 a 4;0;0;0;PSICOLOGÍA;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;4;5;3;5;5;5;5;4;4;4;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Psicología;Psicología;Huancayo;UC - Semipresencial;Psicología;Huancayo;Semipresencial;Psicología;0.229326142
10783;54684;VIR;25-Feb;UC-A DISTANCIA;323;Ciencias de la Empresa;CONTABILIDAD Y FINANZAS;202510;202510;1;9;19;0;1 a 4;0;0;0;CIENCIAS DE LA EMPRESA OTROS;5;-1;1;0;3;5;4;5;4;3;5;4;4;5;3;1;5;5;5;4;3;5;3;4;3;3;3;3;2;3;2;3;3;3;5;4;4;4;1;4;3;3;4;3;3;3;3;3;3;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;;UC - A Distancia;Ciencias de la Empresa - Otros;Virtual;A Distancia;Contabilidad y Finanzas;1.916147323
10784;76945;LIM;25-Feb;UC-PRESENCIAL;509;Ciencias de la Salud;TECNOLOGÍA MÉDICA CON ESPECIALIDAD EN RADIOLOGÍA;202510;202510;1;23;22;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;6;-1;1;0;2;4;4;4;3;5;5;4;4;3;4;4;4;1;4;2;3;4;4;2;4;4;4;4;4;1;1;3;4;2;4;4;4;4;2;4;4;2;2;2;3;2;3;4;1;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Lima;UC - Presencial;Ciencias de la Salud - Otros;Lima;Presencial;Tecnología Médica con Especialidad en Radiología;0.326152736
10785;72367;AQP;25-Feb;UC-PRESENCIAL;504;Ciencias de la Salud;ENFERMERÍA;202510;202410;1;23;23;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;7;0;0;0;4;4;5;5;5;4;5;5;5;5;5;4;4;4;3;3;3;3;5;3;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Arequipa;UC - Presencial;Ciencias de la Salud - Otros;Arequipa;Presencial;Enfermería;1.240909237
10786;62715;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202020;201910;9;181;14;0;5 a más;1;0;0;PSICOLOGÍA;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10787;75616;HYO;25-Feb;UC-PRESENCIAL;508;Ciencias de la Salud;TECNOLOGÍA MÉDICA - ESPECIALIDAD EN LABORATORIO CLÍNICO Y ANATOMÍA PATOLÓGICA;202510;202410;1;17;14;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;8;0;0;0;4;4;4;5;5;4;3;4;5;5;5;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Huancayo;UC - Presencial;Ciencias de la Salud - Otros;Huancayo;Presencial;Tecnología Médica - Especialidad en Laboratorio Clínico y Anatomía Patológica;1.894356947
10788;64122;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202220;201910;9;174;7;0;5 a más;0;0;0;PSICOLOGÍA;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10789;59547;CZC;25-Feb;UC-PRESENCIAL;501;Psicología;PSICOLOGÍA;202420;202410;2;41;22;0;1 a 4;0;0;0;PSICOLOGÍA;9;1;0;1;4;4;5;5;4;3;4;5;4;5;4;4;4;5;4;5;3;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;5;5;3;5;4;3;4;4;4;5;5;5;5;Facultad de Psicología;Psicología;Cusco;UC - Presencial;Psicología;Cusco;Presencial;Psicología;1.643673892
10790;67043;HYO;25-Feb;UC-PRESENCIAL;502;Ciencias de la Salud;MEDICINA HUMANA;202520;202410;1;0;21;1;1 a 4;0;0;0;MEDICINA HUMANA;8;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ciencias de la Salud;Medicina Humana;Huancayo;UC - Presencial;Medicina Humana;Huancayo;Presencial;Medicina Humana;1.235303487
10791;48213;CZC;25-Feb;UC-SEMIPRESENCIAL;313;Ciencias de la Empresa;ECONOMÍA;202320;202420;1;20;21;0;1 a 4;0;0;0;CIENCIAS DE LA EMPRESA OTROS;10;1;0;1;5;4;4;5;4;5;4;5;4;5;5;5;4;5;5;5;5;5;5;5;5;5;5;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;Cusco;UC - Semipresencial;Ciencias de la Empresa - Otros;Cusco;Semipresencial;Economía;0.679484866
10792;69442;HYO;25-Feb;UC-PRESENCIAL;503;Ciencias de la Salud;ODONTOLOGÍA;202410;202410;2;34;19;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;9;1;0;1;4;4;5;3;4;4;4;4;5;5;5;5;3;4;4;5;5;5;4;5;5;4;4;4;3;3;3;4;4;4;5;4;4;4;4;4;4;4;4;4;4;5;5;5;5;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Huancayo;UC - Presencial;Ciencias de la Salud - Otros;Huancayo;Presencial;Odontología;1.885570504
10793;63162;VIR;25-Feb;UC-A DISTANCIA;501;Psicología;PSICOLOGÍA;202110;201910;9;174;10;0;5 a más;0;0;0;PSICOLOGÍA;1;-1;1;0;3;3;3;4;4;4;4;4;4;4;4;2;3;3;3;3;3;4;1;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Facultad de Psicología;Psicología;;UC - A Distancia;Psicología;Virtual;A Distancia;Psicología;1.113335954
10794;77536;LIM;25-Feb;UC-PRESENCIAL;511;Ciencias de la Salud;FARMACIA Y BIOQUÍMICA;202510;202510;1;20;16;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;10;1;0;1;5;4;4;4;3;5;4;3;2;4;5;4;5;4;4;3;2;5;4;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;4;5;5;4;4;3;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Lima;UC - Presencial;Ciencias de la Salud - Otros;Lima;Presencial;Farmacia y Bioquímica;0.32032858
10795;67594;AQP;25-Feb;UC-PRESENCIAL;502;Ciencias de la Salud;MEDICINA HUMANA;202410;202410;3;60;20;0;1 a 4;0;0;0;MEDICINA HUMANA;7;0;0;0;3;3;4;5;4;5;5;5;5;5;5;4;5;3;2;4;3;2;4;5;3;3;3;4;5;5;5;5;3;5;5;5;5;5;2;5;3;3;5;5;5;5;5;5;4;Facultad de Ciencias de la Salud;Medicina Humana;Arequipa;UC - Presencial;Medicina Humana;Arequipa;Presencial;Medicina Humana;0.395460192
10796;52105;HYO;25-Feb;UC-PRESENCIAL;318;Ciencias de la Empresa;ADMINISTRACIÓN Y MARKETING;202520;201910;1;0;15;1;1 a 4;0;0;0;CIENCIAS DE LA EMPRESA OTROS;10;1;0;1;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;Huancayo;UC - Presencial;Ciencias de la Empresa - Otros;Huancayo;Presencial;Administración y Marketing;1.27635055
10797;72967;AQP;25-Feb;UC-PRESENCIAL;504;Ciencias de la Salud;ENFERMERÍA;202510;202410;1;23;23;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;5;-1;1;0;3;4;4;2;3;4;4;4;3;4;3;4;4;4;4;4;4;4;3;3;3;3;4;3;4;3;4;4;4;2;4;3;4;3;4;4;4;3;3;3;3;3;3;3;3;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Arequipa;UC - Presencial;Ciencias de la Salud - Otros;Arequipa;Presencial;Enfermería;1.240909237
10798;35225;VIR;25-Feb;UC-A DISTANCIA;310;Ciencias de la Empresa;CONTABILIDAD;202320;201910;5;99;21;0;5 a más;0;0;0;CIENCIAS DE LA EMPRESA OTROS;10;1;0;1;4;4;4;5;5;5;5;5;4;5;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;5;5;5;5;4;4;4;4;4;4;4;4;4;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;;UC - A Distancia;Ciencias de la Empresa - Otros;Virtual;A Distancia;Contabilidad;1.868117982
10799;71274;HYO;25-Feb;UC-PRESENCIAL;504;Ciencias de la Salud;ENFERMERÍA;202510;202410;1;23;23;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;9;1;0;1;4;4;3;4;4;4;5;4;4;2;3;5;3;5;4;5;5;3;5;5;4;4;4;4;4;5;4;4;5;4;5;4;4;5;5;5;4;4;4;3;4;5;3;2;3;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Huancayo;UC - Presencial;Ciencias de la Salud - Otros;Huancayo;Presencial;Enfermería;1.905388813
10800;71259;HYO;25-Feb;UC-PRESENCIAL;504;Ciencias de la Salud;ENFERMERÍA;202320;202410;2;45;19;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;10;1;0;1;5;5;5;5;4;5;4;5;4;5;4;5;4;4;4;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Huancayo;UC - Presencial;Ciencias de la Salud - Otros;Huancayo;Presencial;Enfermería;1.905388813
10801;73817;CZC;25-Feb;UC-PRESENCIAL;504;Ciencias de la Salud;ENFERMERÍA;202410;202410;3;69;23;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;6;-1;1;0;3;2;1;3;2;4;3;4;1;3;4;3;4;1;3;4;3;4;3;2;2;3;4;4;3;3;3;3;4;1;3;3;3;4;3;2;3;3;3;3;3;3;3;1;2;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Cusco;UC - Presencial;Ciencias de la Salud - Otros;Cusco;Presencial;Enfermería;0.852328829
10802;47398;HYO;25-Feb;UC-PRESENCIAL;313;Ciencias de la Empresa;ECONOMÍA;202210;201910;8;158;25;0;5 a más;0;0;0;CIENCIAS DE LA EMPRESA OTROS;7;0;0;0;4;4;4;4;5;5;5;5;5;4;4;3;5;5;3;5;5;2;3;2;5;4;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;Facultad de Ciencias de la Empresa;Ciencias de la Empresa - Otros;Huancayo;UC - Presencial;Ciencias de la Empresa - Otros;Huancayo;Presencial;Economía;1.316259256
10803;67779;AQP;25-Feb;UC-PRESENCIAL;502;Ciencias de la Salud;MEDICINA HUMANA;202510;202410;1;21;25;0;1 a 4;0;0;0;MEDICINA HUMANA;8;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ciencias de la Salud;Medicina Humana;Arequipa;UC - Presencial;Medicina Humana;Arequipa;Presencial;Medicina Humana;0.395460192
10804;74624;AQP;25-Feb;UC-PRESENCIAL;507;Ciencias de la Salud;TECNOLOGÍA MÉDICA - ESPECIALIDAD EN TERAPIA FÍSICA Y REHABILITACIÓN;202410;202410;3;66;22;0;1 a 4;0;0;0;CIENCIAS DE LA SALUD OTROS;8;0;0;0;4;4;4;5;5;5;5;5;5;5;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;4;5;3;4;4;4;4;5;4;4;4;Facultad de Ciencias de la Salud;Ciencias de la Salud - Otros;Arequipa;UC - Presencial;Ciencias de la Salud - Otros;Arequipa;Presencial;Tecnología Médica - Especialidad en Terapia Física y Rehabilitación;1.245229875
10805;58758;AQP;25-Feb;UC-PRESENCIAL;501;Psicología;PSICOLOGÍA;202010;201910;8;160;0;0;5 a más;0;0;0;PSICOLOGÍA;5;-1;1;0;3;3;3;4;4;4;5;4;5;5;5;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;5;4;4;4;3;4;3;5;Facultad de Psicología;Psicología;Arequipa;UC - Presencial;Psicología;Arequipa;Presencial;Psicología;0.872458569
