ID_COD;ID;X_CAMPUS;X_PERIODO;X_MODALIDAD;PROGRAMA;X_FACULTAD;DESCRIPCION_PROGRAMA;PERIODO_ADMISION;CATALOGO;CICLO_ACTUAL;CREDITOS_TOTAL;CREDITOS_MATRICULADOS;CACHIMBO;CICLO_MUESTRA;REINCORPORADO;TRASLADOS_INTER0S;TRICA_SUNEDU;X_ESTRATO_MUESTRA;RECOMENDACIÓN;REC_TIPO;DETRACTOR;PROMOTOR;SATISF_GEN;SATIF_ACAD;P4_1;P4_1_1;P4_1_2;P4_1_3;P4_1_4;P4_1_5;P4_1_6;P4_1_7;P4_1_8;P4_2;P4_2_1;P4_2_2;P4_3;P4_3_1;P4_3_2;P4_3_3;SATISF_SERV;SATISF_EXP;SATISF_REG_ACAD;SATISF_ACT_SOST;SATISF_APY_LOGRO_ACAD;SATISF_INF_TEC;P21_1;P21_1_1;P21_1_2;P21_2;P21_2_1;P21_2_2;P21_2_3;P21_3;P21_3_1;P21_3_2;P21_3_3;P21_3_4;SATISF_CAMP_VIRT;SATISF_COM_IMAG;P26_1;P26_2;P26_3;P26_4;P26_5;P26_6;P26_7;Facultad;Estrato_Muestra;CAB1;CAB2;CAB3;Campus;Modalidad;Carrera;Factor
10001;205;HYO;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202420;202410;2;44;24;0;1 a 4;0;0;0;INGENIERÍA OTRAS;8;0;0;0;4;3;3;4;4;4;4;5;4;4;4;4;4;4;2;4;4;3;3;3;4;4;4;5;5;5;5;5;4;4;4;5;4;4;3;4;4;4;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería - Otras;Huancayo;UC - Presencial;Ingeniería - Otras;Huancayo;Presencial;Ingeniería de Sistemas e Informática;3.759492697
10002;212;HYO;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202210;201910;7;145;20;0;5 a más;0;0;0;INGENIERÍA OTRAS;5;-1;1;0;2;2;2;5;3;4;5;4;4;5;2;3;4;3;3;3;4;4;3;3;3;3;4;2;3;4;5;3;3;2;2;3;3;4;4;4;3;3;4;4;4;4;5;5;2;Facultad de Ingeniería;Ingeniería - Otras;Huancayo;UC - Presencial;Ingeniería - Otras;Huancayo;Presencial;Ingeniería de Sistemas e Informática;3.759492697
10003;1415;AQP;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202410;202410;2;40;23;0;1 a 4;0;0;0;INGENIERÍA OTRAS;9;1;0;1;4;4;4;4;4;4;5;5;5;5;5;4;5;5;4;5;5;5;4;4;5;5;5;5;5;5;5;5;4;4;5;5;4;5;5;5;5;5;5;5;4;5;5;4;5;Facultad de Ingeniería;Ingeniería - Otras;Arequipa;UC - Presencial;Ingeniería - Otras;Arequipa;Presencial;Ingeniería de Sistemas e Informática;0.81538184
10004;2277;CZC;25-Feb;UC-SEMIPRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202520;202410;1;0;23;1;1 a 4;0;0;0;INGENIERÍA OTRAS;10;1;0;1;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería - Otras;Cusco;UC - Semipresencial;Ingeniería - Otras;Cusco;Semipresencial;Ingeniería de Sistemas e Informática;0.52417404
10005;3152;VIR;25-Feb;UC-A DISTANCIA;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202520;202410;1;0;13;1;1 a 4;0;0;0;INGENIERÍA OTRAS;10;1;0;1;4;5;5;5;5;5;5;5;5;5;5;5;4;3;5;5;4;5;5;4;2;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería - Otras;;UC - A Distancia;Ingeniería - Otras;Virtual;A Distancia;Ingeniería de Sistemas e Informática;1.784276927
10006;1601;CZC;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202320;201910;4;84;20;0;1 a 4;0;0;0;INGENIERÍA OTRAS;9;1;0;1;3;4;4;5;5;5;5;5;4;4;5;4;5;5;4;4;3;4;3;4;5;5;5;5;5;3;4;5;4;3;5;5;4;4;4;4;5;4;5;4;5;5;4;4;4;Facultad de Ingeniería;Ingeniería - Otras;Cusco;UC - Presencial;Ingeniería - Otras;Cusco;Presencial;Ingeniería de Sistemas e Informática;2.205237248
10007;4454;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202510;202410;1;21;25;0;1 a 4;0;0;0;ING CIVIL;9;1;0;1;4;5;5;4;4;5;5;5;4;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10008;3868;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202520;202410;1;0;21;1;1 a 4;0;0;0;ING CIVIL;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10009;6056;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;201820;201910;10;206;4;0;5 a más;0;0;0;ING CIVIL;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10010;3283;VIR;25-Feb;UC-A DISTANCIA;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202410;202410;4;86;23;0;1 a 4;0;0;0;INGENIERÍA OTRAS;5;-1;1;0;3;3;3;3;4;5;3;4;3;3;3;3;4;4;3;2;2;4;3;3;3;3;3;3;3;4;5;3;5;5;5;3;4;4;1;4;3;3;3;2;2;3;3;3;1;Facultad de Ingeniería;Ingeniería - Otras;;UC - A Distancia;Ingeniería - Otras;Virtual;A Distancia;Ingeniería de Sistemas e Informática;1.784276927
10011;6522;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202410;201910;5;90;20;0;5 a más;0;0;0;ING CIVIL;10;1;0;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10012;6284;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202520;202410;1;7;22;1;1 a 4;0;0;0;ING CIVIL;10;1;0;1;4;4;4;4;5;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10013;6566;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202520;202410;1;0;10;1;1 a 4;0;0;0;ING CIVIL;5;-1;1;0;3;3;3;4;3;4;4;4;4;4;4;3;1;3;3;3;3;3;3;3;3;3;3;3;3;5;5;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10014;6788;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202410;202410;2;24;15;0;1 a 4;0;0;1;ING CIVIL;10;1;0;1;5;5;5;5;5;1;3;3;5;5;5;5;5;1;5;1;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10015;4390;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202120;201910;8;156;25;0;5 a más;0;0;0;ING CIVIL;4;-1;1;0;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;3;3;1;1;1;1;1;3;3;3;3;1;1;2;2;2;2;2;2;2;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10016;8294;AQP;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202110;201910;8;167;24;0;5 a más;0;0;0;ING CIVIL;5;-1;1;0;3;4;3;4;5;4;4;4;4;3;5;3;4;4;3;4;2;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Facultad de Ingeniería;Ingeniería Civil;Arequipa;UC - Semipresencial;Ingeniería Civil;Arequipa;Semipresencial;Ingeniería Civil;0.797035748
10017;3571;VIR;25-Feb;UC-A DISTANCIA;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202410;202410;3;71;23;0;1 a 4;0;0;0;INGENIERÍA OTRAS;3;-1;1;0;2;2;2;3;3;4;5;5;3;4;2;3;1;4;3;4;4;4;3;3;3;3;3;4;3;4;4;3;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería - Otras;;UC - A Distancia;Ingeniería - Otras;Virtual;A Distancia;Ingeniería de Sistemas e Informática;1.784276927
10018;1687;CZC;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202510;202410;1;23;21;0;1 a 4;0;0;0;INGENIERÍA OTRAS;8;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;Facultad de Ingeniería;Ingeniería - Otras;Cusco;UC - Presencial;Ingeniería - Otras;Cusco;Presencial;Ingeniería de Sistemas e Informática;2.205237248
10019;4878;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;201410;201910;10;208;8;0;5 a más;0;0;0;ING CIVIL;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10020;9858;CZC;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202220;201910;5;92;24;0;5 a más;0;0;0;ING CIVIL;10;1;0;1;4;3;3;3;3;4;3;3;2;3;2;3;1;2;4;2;3;2;3;3;3;3;2;2;2;3;3;3;2;2;2;3;2;3;1;4;3;2;4;2;3;2;3;4;1;Facultad de Ingeniería;Ingeniería Civil;Cusco;UC - Presencial;Ingeniería Civil;Cusco;Presencial;Ingeniería Civil;2.203472353
10021;9434;CZC;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202510;202410;1;21;25;0;1 a 4;0;0;0;ING CIVIL;8;0;0;0;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;4;2;4;4;4;3;3;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería Civil;Cusco;UC - Presencial;Ingeniería Civil;Cusco;Presencial;Ingeniería Civil;2.203472353
10022;8572;AQP;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202520;202410;2;38;20;1;1 a 4;0;0;0;ING CIVIL;9;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Arequipa;UC - Semipresencial;Ingeniería Civil;Arequipa;Semipresencial;Ingeniería Civil;0.797035748
10023;1117;HYO;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202510;202410;1;23;23;0;1 a 4;0;0;0;INGENIERÍA OTRAS;9;1;0;1;4;5;4;5;4;5;5;5;4;5;5;4;5;4;5;5;5;4;4;4;4;5;4;5;3;4;4;5;5;4;5;4;4;5;4;5;4;4;5;4;5;5;5;4;4;Facultad de Ingeniería;Ingeniería - Otras;Huancayo;UC - Presencial;Ingeniería - Otras;Huancayo;Presencial;Ingeniería de Sistemas e Informática;3.759492697
10024;7141;AQP;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202220;201910;7;135;16;0;5 a más;0;0;0;ING CIVIL;9;1;0;1;3;4;4;5;5;5;5;5;5;5;5;4;3;3;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería Civil;Arequipa;UC - Presencial;Ingeniería Civil;Arequipa;Presencial;Ingeniería Civil;0.562613469
10025;1831;CZC;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202510;202410;1;23;24;0;1 a 4;0;0;0;INGENIERÍA OTRAS;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería - Otras;Cusco;UC - Presencial;Ingeniería - Otras;Cusco;Presencial;Ingeniería de Sistemas e Informática;2.205237248
10026;6101;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;200910;201910;10;195;13;0;5 a más;0;0;0;ING CIVIL;0;-1;1;0;2;2;1;2;2;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10027;4464;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202220;201910;6;127;17;0;5 a más;0;0;0;ING CIVIL;9;1;0;1;5;4;4;5;4;5;4;5;5;5;4;4;5;3;4;5;5;5;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10028;5533;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202510;202410;1;21;23;0;1 a 4;0;0;0;ING CIVIL;7;0;0;0;4;3;3;3;3;4;4;4;3;3;3;4;5;4;4;4;3;3;4;4;5;5;4;4;1;1;1;2;1;1;1;3;3;3;3;3;1;1;2;2;2;2;2;2;2;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10029;3158;VIR;25-Feb;UC-A DISTANCIA;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202410;202410;4;74;23;0;1 a 4;0;0;0;INGENIERÍA OTRAS;8;0;0;0;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería - Otras;;UC - A Distancia;Ingeniería - Otras;Virtual;A Distancia;Ingeniería de Sistemas e Informática;1.784276927
10030;1464;AQP;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202510;202410;1;19;22;0;1 a 4;0;0;0;INGENIERÍA OTRAS;10;1;0;1;5;4;4;4;5;4;4;4;5;4;4;5;4;5;5;4;3;4;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;4;Facultad de Ingeniería;Ingeniería - Otras;Arequipa;UC - Presencial;Ingeniería - Otras;Arequipa;Presencial;Ingeniería de Sistemas e Informática;0.81538184
10031;8957;CZC;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202310;201910;6;112;17;0;5 a más;0;0;0;ING CIVIL;7;0;0;0;4;4;4;4;4;4;5;4;4;5;4;4;4;4;4;4;5;4;4;4;4;4;4;5;5;4;4;5;5;4;5;5;4;4;4;5;4;4;4;4;5;5;3;4;4;Facultad de Ingeniería;Ingeniería Civil;Cusco;UC - Presencial;Ingeniería Civil;Cusco;Presencial;Ingeniería Civil;2.203472353
10032;4520;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202410;202410;2;35;19;0;1 a 4;0;0;0;ING CIVIL;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10033;6602;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;201610;201910;7;132;16;0;5 a más;1;0;0;ING CIVIL;1;-1;1;0;2;3;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10034;1647;CZC;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202410;202410;3;71;23;0;1 a 4;0;0;0;INGENIERÍA OTRAS;10;1;0;1;5;5;5;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Facultad de Ingeniería;Ingeniería - Otras;Cusco;UC - Presencial;Ingeniería - Otras;Cusco;Presencial;Ingeniería de Sistemas e Informática;2.205237248
10035;2547;VIR;25-Feb;UC-A DISTANCIA;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202510;202410;2;27;22;0;1 a 4;0;0;0;INGENIERÍA OTRAS;9;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;2;5;4;4;4;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería - Otras;;UC - A Distancia;Ingeniería - Otras;Virtual;A Distancia;Ingeniería de Sistemas e Informática;1.784276927
10036;2163;CZC;25-Feb;UC-PRESENCIAL;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202410;202410;3;71;23;0;1 a 4;0;0;0;INGENIERÍA OTRAS;10;1;0;1;3;5;4;5;3;4;5;5;4;3;3;1;1;1;5;5;5;5;4;4;4;3;1;4;2;2;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería - Otras;Cusco;UC - Presencial;Ingeniería - Otras;Cusco;Presencial;Ingeniería de Sistemas e Informática;2.205237248
10037;5459;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202510;202410;1;21;23;0;1 a 4;0;0;0;ING CIVIL;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10038;6819;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202020;201910;9;175;14;0;5 a más;0;0;0;ING CIVIL;3;-1;1;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;5;5;4;4;4;4;4;4;5;4;4;4;4;4;2;3;3;3;3;3;3;3;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10039;5143;HYO;25-Feb;UC-PRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202220;201910;5;105;20;0;5 a más;0;0;0;ING CIVIL;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Presencial;Ingeniería Civil;Huancayo;Presencial;Ingeniería Civil;1.47448216
10040;3453;VIR;25-Feb;UC-A DISTANCIA;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202410;202410;2;37;24;0;1 a 4;0;0;0;INGENIERÍA OTRAS;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;1;5;5;5;5;1;5;5;1;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería - Otras;;UC - A Distancia;Ingeniería - Otras;Virtual;A Distancia;Ingeniería de Sistemas e Informática;1.784276927
10041;3325;VIR;25-Feb;UC-A DISTANCIA;103;Ingeniería;INGENIERÍA DE SISTEMAS E INFORMÁTICA;202510;202410;1;23;24;0;1 a 4;0;0;0;INGENIERÍA OTRAS;10;1;0;1;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;3;4;5;3;4;4;5;5;5;5;5;5;5;5;5;5;5;4;3;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería - Otras;;UC - A Distancia;Ingeniería - Otras;Virtual;A Distancia;Ingeniería de Sistemas e Informática;1.784276927
10042;8109;AQP;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202210;201910;8;150;19;0;5 a más;0;0;0;ING CIVIL;10;1;0;1;4;3;3;4;3;4;4;3;3;3;3;3;3;4;4;4;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;3;4;2;4;4;4;4;4;4;4;3;4;4;Facultad de Ingeniería;Ingeniería Civil;Arequipa;UC - Semipresencial;Ingeniería Civil;Arequipa;Semipresencial;Ingeniería Civil;0.797035748
10043;7663;AQP;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;201620;201910;6;117;18;0;5 a más;0;0;0;ING CIVIL;6;-1;1;0;3;4;4;4;4;4;5;4;5;5;4;4;1;4;4;3;3;4;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;5;3;5;4;3;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería Civil;Arequipa;UC - Semipresencial;Ingeniería Civil;Arequipa;Semipresencial;Ingeniería Civil;0.797035748
10044;8220;AQP;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202510;202410;3;47;23;0;1 a 4;0;0;0;ING CIVIL;8;0;0;0;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Arequipa;UC - Semipresencial;Ingeniería Civil;Arequipa;Semipresencial;Ingeniería Civil;0.797035748
10045;11524;CZC;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202420;201910;6;107;24;0;5 a más;0;0;0;ING CIVIL;7;0;0;0;3;3;3;4;2;2;4;4;4;3;4;4;2;2;4;4;4;4;4;3;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;Facultad de Ingeniería;Ingeniería Civil;Cusco;UC - Semipresencial;Ingeniería Civil;Cusco;Semipresencial;Ingeniería Civil;1.370520976
10046;6216;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202310;201910;8;164;24;0;5 a más;0;0;0;ING CIVIL;5;-1;1;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
10047;7842;AQP;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202410;201910;4;85;24;0;1 a 4;0;0;0;ING CIVIL;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;4;3;5;5;4;4;5;4;4;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Arequipa;UC - Semipresencial;Ingeniería Civil;Arequipa;Semipresencial;Ingeniería Civil;0.797035748
10048;12810;LIM;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202020;201910;7;140;18;0;5 a más;0;0;0;ING CIVIL;10;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Facultad de Ingeniería;Ingeniería Civil;Lima;UC - Semipresencial;Ingeniería Civil;Lima;Semipresencial;Ingeniería Civil;0.527959741
10049;6263;HYO;25-Feb;UC-SEMIPRESENCIAL;105;Ingeniería;INGENIERÍA CIVIL;202520;202410;1;10;15;1;1 a 4;0;0;0;ING CIVIL;8;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Facultad de Ingeniería;Ingeniería Civil;Huancayo;UC - Semipresencial;Ingeniería Civil;Huancayo;Semipresencial;Ingeniería Civil;1.315482701
